hcat4_code,hcat4_name,usage_code,usage_name,link,agriprod_code,agriprod_name
3310804000,begonias,0,No specified use,>,N1008P,Begonia - potted
3310805000,bluebells,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310806000,bulrush,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310807000,burnet,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310808000,carnation,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310809000,chrysanthemum,0,No specified use,=,N1012,Chrysanthemums
3310809000,chrysanthemum,9,Seed/Propagation,<,E0000,Seeds and seedlings
3310810000,cornflowers,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310811000,corsican_hellebore,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310812000,dahlia,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310813000,daisy_daisies,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310814000,dandelions,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310815000,echinacea,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310815000,echinacea,9,Seed/Propagation,<,E0000,Seeds and seedlings
3310816000,edelweiss,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310818000,fuchsias,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310820000,gentians,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310821000,gladiolus_gladioli,0,No specified use,=,N1013,Gladioli
3310822000,goldenrod,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310823000,iris,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310825000,lilies,0,No specified use,=,N1016,Lilium
3310827000,lunaria_honesty_silver,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310828000,malva,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310829000,milk_star,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310833000,narcissus_daffodil,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310834000,peony_peonies,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310834000,peony_peonies,9,Seed/Propagation,<,E0000,Seeds and seedlings
3310835000,primrose,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310837000,roses,0,No specified use,=,N1009,Roses
3310837000,roses,9,Seed/Propagation,<,E0000,Seeds and seedlings
3310838000,rudbeckia,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310839000,safflower,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310841000,sanvitalia_procumbens,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310843000,silene_catchfly,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310844000,silphium_rosinweeds,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310845000,snapdragons,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310846000,stonecrop,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310847000,tagetes,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310848000,thimbles,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310849000,tulips,0,No specified use,=,N1014,Tulips
3310850000,viola,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310852000,zinnias,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310853000,ericaceae_heather,0,No specified use,<,N1001P,Azaleas - potted
3310899000,other_flowers_ornamental_plants,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3311000000,seed_seedlings,9,Seed/Propagation,<,E0000,Seeds and seedlings
3311100000,fallow_land_not_crop,0,No specified use,=,Q0000,Fallow land
3311100000,fallow_land_not_crop,3,Fodder/Forage,=,Q0000,Fallow land
3311100000,fallow_land_not_crop,5,Harvested Green,=,Q0000,Fallow land
3311100000,fallow_land_not_crop,10,Eco-schemes for environment protection,=,Q0000,Fallow land
3311200000,kitchen_gardens,0,No specified use,=,K0000,Kitchen gardens
3311300000,phacelia,0,No specified use,<,G9900,Other plants harvested green from arable land n.e.c.
3311300000,phacelia,9,Seed/Propagation,<,E0000,Seeds and seedlings
3319900000,other_arable_land_crops,0,No specified use,<,ARA,Arable land
3319900000,other_arable_land_crops,3,Fodder/Forage,<,ARA,Arable land
3320000000,grassland_grass,0,No specified use,<,J0000+G1000,Permanent grassland+Temporary grasses and grazings
3320000000,grassland_grass,3,Fodder/Forage,<,J0000+G1000,Permanent grassland+Temporary grasses and grazings
3320000000,grassland_grass,4,Energy,<,J0000+G1000,Permanent grassland+Temporary grasses and grazings
3320000000,grassland_grass,5,Harvested Green,<,J0000+G1000,Permanent grassland+Temporary grasses and grazings
3320000000,grassland_grass,10,Eco-schemes for environment protection,<,J0000+G1000,Permanent grassland+Temporary grasses and grazings
3320100000,permanent_grassland,0,No specified use,=,J0000,Permanent grassland
3320100000,permanent_grassland,3,Fodder/Forage,=,J0000,Permanent grassland
3320100000,permanent_grassland,5,Harvested Green,=,J0000,Permanent grassland
3320100000,permanent_grassland,9,Seed/Propagation,<,E0000,Seeds and seedlings
3320100000,permanent_grassland,10,Eco-schemes for environment protection,=,J0000,Permanent grassland
3320200000,temporary_grassland,0,No specified use,=,G1000,Temporary grasses and grazings
3320200000,temporary_grassland,3,Fodder/Forage,=,G1000,Temporary grasses and grazings
3320200000,temporary_grassland,5,Harvested Green,=,G1000,Temporary grasses and grazings
3320200000,temporary_grassland,10,Eco-schemes for environment protection,=,G1000,Temporary grasses and grazings
3320201000,poaceae_grasses,0,No specified use,<,G1000,Temporary grasses and grazings
3320201000,poaceae_grasses,3,Fodder/Forage,<,G1000,Temporary grasses and grazings
3320201000,poaceae_grasses,4,Energy,<,G1000,Temporary grasses and grazings
3320201000,poaceae_grasses,9,Seed/Propagation,<,E0000,Seeds and seedlings
3320201000,poaceae_grasses,10,Eco-schemes for environment protection,<,G1000,Temporary grasses and grazings
3320201010,elymus,0,No specified use,<,G1000,Temporary grasses and grazings
3320201010,elymus,3,Fodder/Forage,<,G1000,Temporary grasses and grazings
3320201010,elymus,4,Energy,<,I6000,Energy crops n.e.c.
3320201010,elymus,5,Harvested Green,<,G1000,Temporary grasses and grazings
3320201010,elymus,9,Seed/Propagation,<,G1000,Temporary grasses and grazings
3320201020,festuca_fescue,0,No specified use,<,G1000,Temporary grasses and grazings
3320201020,festuca_fescue,2,Industry/for processing,<,G1000,Temporary grasses and grazings
3320201020,festuca_fescue,5,Harvested Green,<,G1000,Temporary grasses and grazings
3320201020,festuca_fescue,9,Seed/Propagation,<,E0000,Seeds and seedlings
3320201030,cocksfoot_catgrass,0,No specified use,<,G1000,Temporary grasses and grazings
3320201030,cocksfoot_catgrass,9,Seed/Propagation,<,G1000,Temporary grasses and grazings
3320201040,festulolium,0,No specified use,<,G1000,Temporary grasses and grazings
3320201040,festulolium,5,Harvested Green,<,G1000,Temporary grasses and grazings
3320201040,festulolium,9,Seed/Propagation,<,G1000,Temporary grasses and grazings
3320201050,lolium_ryegrass,0,No specified use,<,G1000,Temporary grasses and grazings
3320201050,lolium_ryegrass,5,Harvested Green,<,G1000,Temporary grasses and grazings
3320201050,lolium_ryegrass,9,Seed/Propagation,<,E0000,Seeds and seedlings
3320201060,setaria,0,No specified use,<,G1000,Temporary grasses and grazings
3320201070,sod_turf,0,No specified use,<,I9000,Other industrial crops n.e.c.
3320201070,sod_turf,9,Seed/Propagation,<,E0000,Seeds and seedlings
3320201080,switchgrass,0,No specified use,<,G1000,Temporary grasses and grazings
3320201090,timothy,0,No specified use,<,G1000,Temporary grasses and grazings
3320201090,timothy,5,Harvested Green,<,G1000,Temporary grasses and grazings
3320201090,timothy,9,Seed/Propagation,<,E0000,Seeds and seedlings
3320201100,canary_seed_canaryseed,0,No specified use,<,C1900,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)"
3320201100,canary_seed_canaryseed,9,Seed/Propagation,<,C1900,"Other cereals n.e.c. (buckwheat, millet, canary seed, etc.)"
3320209900,other_poaceae_grasses,0,No specified use,<,G1000,Temporary grasses and grazings
3320209900,other_poaceae_grasses,9,Seed/Propagation,<,E0000,Seeds and seedlings
3330000000,permanent_crops_perennial,0,No specified use,=,PECR,Permanent crops
3330100000,orchards_fruits,0,No specified use,=,F0000,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)"
3330100000,orchards_fruits,1,Consumption/Fresh,=,F0000,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)"
3330100000,orchards_fruits,9,Seed/Propagation,<,L0000,Nurseries
3330101000,amelanchier_serviceberry,0,No specified use,<,F1190,Other pome fruits n.e.c.
3330102000,apples,0,No specified use,=,F1110,Apples
3330103000,apricots,0,No specified use,=,F1230,Apricots
3330104000,cherry_cherries,0,No specified use,=,F1240,Cherries
3330104000,cherry_cherries,2,Industry/for processing,=,F1240,Cherries
3330105000,feijoa,0,No specified use,<,F2900,Other fruits from subtropical and tropical climate zones n.e.c.
3330106000,fig,0,No specified use,=,F2100,Figs
3330107000,kiwi,0,No specified use,=,F2200,Kiwis
3330108000,medlar_loquat,0,No specified use,<,F1100,Pome fruits
3330109000,nectarine,0,No specified use,=,F1220,Nectarines
3330110000,pawpaw,0,No specified use,<,F0000,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)"
3330111000,peach,0,No specified use,=,F1210,Peaches
3330111000,peach,2,Industry/for processing,=,F1210,Peaches
3330112000,pears,0,No specified use,=,F1120,Pears
3330112000,pears,2,Industry/for processing,=,F1120,Pears
3330113000,plums,0,No specified use,=,F1250,Plums
3330113000,plums,2,Industry/for processing,=,F1250,Plums
3330114000,pomegranate,0,No specified use,<,F2900,Other fruits from subtropical and tropical climate zones n.e.c.
3330115000,quinces,0,No specified use,=,F1191,Quinces
3330116000,avocado,0,No specified use,=,F2300,Avocados
3330199000,other_orchards_fruits,0,No specified use,<,F0000,"Fruits, berries and nuts (excluding citrus fruits, grapes and strawberries)"
3330200000,berries_berry_species,0,No specified use,=,F3000,Berries (excluding strawberries)
3330200000,berries_berry_species,9,Seed/Propagation,<,L0000,Nurseries
3330201000,aronia_chokeberries,0,No specified use,<,F3000,Berries (excluding strawberries)
3330202000,rubus_brambles,0,No specified use,<,F3000,Berries (excluding strawberries)
3330202010,blackberry,0,No specified use,<,F3900,Other berries n.e.c.
3330202010,blackberry,2,Industry/for processing,<,F3900,Other berries n.e.c.
3330202020,raspberry_raspberries,0,No specified use,=,F3200,Raspberries
3330202020,raspberry_raspberries,9,Seed/Propagation,<,L0000,Nurseries
3330202030,tayberry,0,No specified use,<,F3900,Other berries n.e.c.
3330202990,other_rubus_brambles,0,No specified use,<,F3000,Berries (excluding strawberries)
3330204000,vaccinium,0,No specified use,<,F3300,Blueberries
3330204010,blueberry,0,No specified use,=,F3300,Blueberries
3330204020,cranberry,0,No specified use,<,F3900,Other berries n.e.c.
3330206000,ribes,0,No specified use,=,F3100,Currants
3330206000,ribes,9,Seed/Propagation,<,L0000,Nurseries
3330206010,blackcurrant_cassis,0,No specified use,=,F3110,Blackcurrants
3330206010,blackcurrant_cassis,9,Seed/Propagation,<,L0000,Nurseries
3330206020,redcurrant,0,No specified use,=,F3120,Red currants
3330206030,gooseberry_gooseberries,0,No specified use,=,F3910,Gooseberries
3330206030,gooseberry_gooseberries,9,Seed/Propagation,<,L0000,Nurseries
3330206990,other_ribes,0,No specified use,<,F3100,Currants
3330208000,hippophae_sea_buckthorns_seaberry,0,No specified use,<,F3900,Other berries n.e.c.
3330213000,rowan_rowanberries,0,No specified use,<,F3900,Other berries n.e.c.
3330299000,other_berries_berry_species,0,No specified use,<,F3000,Berries (excluding strawberries)
3330300000,nuts,0,No specified use,=,F4000,Nuts
3330301000,almond,0,No specified use,=,F4300,Almonds
3330302000,hazelnuts_hazel,0,No specified use,=,F4200,Hazelnuts
3330303000,pecan,0,No specified use,<,F4900,Other nuts n.e.c.
3330304000,pistachio,0,No specified use,=,F4910,Pistachios
3330305000,sweet_chestnuts,0,No specified use,=,F4400,Chestnuts
3330306000,walnuts,0,No specified use,=,F4100,Walnuts
3330399000,other_nuts,0,No specified use,<,F4000,Nuts
3330400000,citrus,0,No specified use,=,T0000,Citrus fruits
3330401000,clementine,0,No specified use,=,T2200,Clementines
3330402000,orange,0,No specified use,=,T1000,Oranges
3330403000,mandarin,0,No specified use,=,T2910,Mandarins
3330404000,lemons,0,No specified use,=,T3000,Lemons and acid limes
3330499000,other_citrus,0,No specified use,=,T9000,Other citrus fruits n.e.c.
3330500000,olive,0,No specified use,=,O1000,Olives
3330500000,olive,2,Industry/for processing,=,O1000,Olives
3330600000,vineyards_wine_vine_rebland_grapes,0,No specified use,=,W1000,Grapes
3330600000,vineyards_wine_vine_rebland_grapes,1,Consumption/Fresh,=,W1200,Grapes for table use
3330600000,vineyards_wine_vine_rebland_grapes,2,Industry/for processing,=,W1100+W1300,Grapes for wines+Grapes for raisins
3330600000,vineyards_wine_vine_rebland_grapes,9,Seed/Propagation,<,L0000,Nurseries
3330700000,nurseries_nursery,0,No specified use,=,L0000,Nurseries
3330800000,shrubberries_shrubs,0,No specified use,<,F3000,Berries (excluding strawberries)
3330801000,azaleas,0,No specified use,>,N1001P,Azaleas - potted
3330802000,chaenomeles_cathayensis,0,No specified use,<,F3000,Berries (excluding strawberries)
3330803000,crataegus_hawthorn,0,No specified use,<,F3000,Berries (excluding strawberries)
3330804000,elder_elderberry,0,No specified use,<,F3000,Berries (excluding strawberries)
3330805000,honeysuckle,0,No specified use,<,F3000,Berries (excluding strawberries)
3330806000,ricinus_castor,0,No specified use,<,I1190,Other oilseed crops n.e.c.
3330806000,ricinus_castor,8,Oil,<,I1190,Other oilseed crops n.e.c.
3330807000,wire_bush,0,No specified use,<,FA9,Other areas on the farms
3330899000,other_shrubs,0,No specified use,<,FA9,Other areas on the farms
3330901000,carob,0,No specified use,=,H9100,Carobs
3340200000,truffle,0,No specified use,<,H9000,Other permanent crops for human consumption n.e.c.
3340300000,mushrooms,0,No specified use,=,U1000,Cultivated mushrooms
3349900000,other_mushrooms,0,No specified use,=,U1000,Cultivated mushrooms
3350000000,greenhouse_foil_film,0,No specified use,=,UAAS,Utilised agricultural area - under glass or high accessible cover
3360000000,tree_wood_forest,0,No specified use,=,WA,Wooded areas
3360000000,tree_wood_forest,3,Fodder/Forage,=,WA,Wooded areas
3360000000,tree_wood_forest,4,Energy,=,WA,Wooded areas
3360000000,tree_wood_forest,9,Seed/Propagation,<,L0000,Nurseries
3360000000,tree_wood_forest,10,Eco-schemes for environment protection,=,WA,Wooded areas
3360100000,afforestation_reforestation,0,No specified use,<,WA,Wooded areas
3360100000,afforestation_reforestation,10,Eco-schemes for environment protection,<,WA,Wooded areas
3360200000,aspen,0,No specified use,<,WA,Wooded areas
3360300000,birch,0,No specified use,<,WA,Wooded areas
3360400000,dogwood_cornus,0,No specified use,<,WA,Wooded areas
3360500000,eucalyptus,0,No specified use,<,SRCAA,Short rotation coppice areas
3360600000,oak,0,No specified use,<,WA,Wooded areas
3360700000,populus,0,No specified use,<,SRCAA,Short rotation coppice areas
3360700000,populus,10,Eco-schemes for environment protection,<,SRCAA,Short rotation coppice areas
3360800000,willows_osiers,0,No specified use,<,PECR9,Other permanent crops
3360800000,willows_osiers,10,Eco-schemes for environment protection,<,PECR9,Other permanent crops
3360900000,conifers,0,No specified use,<,WA,Wooded areas
3361000000,gingko,0,No specified use,<,WA,Wooded areas
3369900000,other_tree_wood_forest,0,No specified use,<,WA,Wooded areas
3370000000,unmaintained,0,No specified use,<,NUAA,Unutilised agricultural area
3370000000,unmaintained,10,Eco-schemes for environment protection,<,NUAA,Unutilised agricultural area
3390000000,not_known_and_other,0,No specified use,<,FA9,Other areas on the farms
3390000000,not_known_and_other,3,Fodder/Forage,<,FA9,Other areas on the farms
3390000000,not_known_and_other,10,Eco-schemes for environment protection,<,FA9,Other areas on the farms
3310201050,esparsette_onobrychis,0,No specified use,<,G2900,Other leguminous plants harvested green n.e.c. (clover etc.)
3310201990,other_dry_pulses,0,No specified use,>,P0000,Dry pulses and protein crops for the production of grain (including seed and mixtures of cereals and pulses)
3310202990,other_legumes_harvested_green,0,No specified use,=,G2000,Leguminous plants harvested green
3310201020,peanuts,5,Harvested Green,<,I1190T,Other oilseeds and oleaginous fruits - outdoor
3310201020,peanuts,11,Nitrogen fixing ,<,I1190T,Other oilseeds and oleaginous fruits - outdoor
3310198002,spring_unspecified_cereals,5,Harvested Green,<,G9100,Other cereals harvested green (excluding green maize)
3310198002,spring_unspecified_cereals,0,No specified use,<,C0000,Cereals for the production of grain (including seed)
3310198000,unspecified_cereals,0,No specified use,<,C0000,Cereals for the production of grain (including seed)
3310198000,unspecified_cereals,6,Harvested as Grains,<,C0000,Cereals for the production of grain (including seed)
3310851000,violets_pansies,0,No specified use,<,N0000,Flowers and ornamental plants (excluding nurseries)
3310198001,winter_unspecified_cereals,5,Harvested Green,<,G9100,Other cereals harvested green (excluding green maize)
3310198001,winter_unspecified_cereals,0,No specified use,<,C0000,Cereals for the production of grain (including seed)
